SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
GY5808,ZX 2K Boost Shoes,"The adidas ZX line revolutionized running shoes back in the '80s, and they're still innovating today. Speed is no longer the goal — though you can definitely zoom through the day in this pair. This time they're pushing the envelope in comfort and style. The futuristic design stands out while energy-returning Boost charges up your stride.",150.0,105,InStock,L,Men,CL00060,CT039
GY2630,ZX 2K Boost Shoes,"Y'all ready for this? The next era of adidas innovation collides with comfort. These ZX 2K Boost Shoes build on a legacy of adidas running that started in the '80s and hasn't stopped. By combining Boost cushioning with progressive styling, the ZX dynasty moves into the future with modern, street-ready spirit.",150.0,105,InStock,XXL,Originals,CL00092,CT039
FX4694,Terrex Trailmaker GORE-TEX Hiking Shoes,"Add lightweight, comfortable and waterproof to your checklist. The adidas Terrex Trailmaker GORE-TEX Hiking Shoes blend the responsive feel of a running shoe with the support of a trail shoe. Dry feet keep you moving despite wet trails and damp conditions.",130.0,91,InStock,XL,Women,CL00181,CT154
FX7031,ZX 2K Boost Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",150.0,105,InStock,XXL,Originals,CL00156,CT039
H01232,Nizza Platform Shoes,"Summer is more than a season. It's a state of mind — one that these adidas shoes let you instantly fall into with their bleached-out floral look. Nothing but chill vibes here, all raised up on a platform outsole.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",65.0,46,InStock,M,Women,CL00112,CT171
H02682,Nizza Platform Shoes,"A little bit retro. A little bit skater. Totally you. Step up in these adidas Nizza shoes and enjoy your new platform for self expression. Literally. A stacked rubber outsole is like a mini stage you can take with you everywhere you go. As if this look wasn't already sweet enough, florals pop from the sturdy canvas.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",65.0,52,InStock,XL,Women,CL00037,CT171
FW9310,Terrex Two Flow Trail Running Shoes,"Explore from the pavement to the trails. The adidas Terrex Two Flow Trail Running Shoes hug the foot with a lightweight, breathable mesh upper for dynamic support over mixed terrain. A Lightstrike midsole reduces weight without compromising on cushioning. Modest lugs transition easily between paved, gravel and dirt surfaces. The all-conditions grip of Continental™ Rubber lets you tread with confidence.",110.0,88,InStock,L,Men,CL00109,CT172
H34726,Adicolor Essentials Fleece Hoodie,"Warm up in the morning, wind down after a long day or make cozy an all-day endeavor. This adidas hoodie makes comfort so easy, you probably won't want to take it off. In fact, we recommend leaving it by your bed at night so you don't have to reach too far when the alarm goes off. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",55.0,44,InStock,S,Women,CL00129,CT063
H05681,Adilette Lite Slides,Keep things light. This applies to your life and to your footwear. These adidas Adilette slides make everything easy. All you have to do is slip them on. They work just as well when you're out running around as they do when you're in the house. You can thank the lightweight cushioning for that.,30.0,21,InStock,S,Women,CL00145,CT166
GZ8856,Nizza Platform Shoes,"What do skinny jeans and flowy skirts have in common? Both look fantastic with a trendy platform like these adidas Nizza shoes. Step up, step out and give every outfit a little lift. Even if you're just knocking around town.",65.0,46,InStock,XL,Women,CL00079,CT171
H00136,Adilette Lite Slides,Keep things light. This applies to your life and to your footwear. These adidas Adilette slides make everything easy. All you have to do is slip them on. They work just as well when you're out running around as they do when you're in the house. You can thank the lightweight cushioning for that.,30.0,21,InStock,M,Women,CL00035,CT166
H04578,Daily 3.0 Shoes,"A fresh take on a classic, these adidas shoes blend a heritage feel with modern materials and design. Your walk across campus has never looked or felt this good.",60.0,54,InStock,XL,Men,CL00208,CT173
GZ8144,Adilette Lite Slides,"While these are officially called adidas Adilette slides, you could also refer to them as pure comfort. The soft, lightweight classics make getting out the door easy. They're also perfect for lounging around the house and retreating from the outside world. Socks or no socks. Your call.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",30.0,21,InStock,M,Women,CL00100,CT166
FX9742,Futurenatural Shoes,"Imagine if your feet designed your running shoes. They'd want something that worked with their natural movement, not against it. They would celebrate their own shape in comfort, all day. Reward them (finally!) for all their hard work with adidas Futurenatural. The adidas Primeknit upper is flexible yet supportive. It rides on a cushioned, wrapped heel, adding points for stability.",120.0,84,InStock,XXL,Women,CL00023,CT168
GX5143,FutureNatural Shoes,"Trends change, but feet remain the same. Made for running and training, these adidas shoes were designed to work with the foot to support natural movement in every direction. A smooth transition between the adidas Primeknit upper and injected PU midsole provides a seamless fit and unrestricted feel. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",120.0,96,InStock,S,Women,CL00049,CT030
GY5807,ZX 2K Boost Shoes,"The adidas ZX line revolutionized running shoes back in the '80s, and they're still innovating today. Speed is no longer the goal — though you can definitely zoom through the day in this pair. This time they're pushing the envelope in comfort and style. The futuristic design stands out while energy-returning Boost charges up your stride.",150.0,105,InStock,M,Men,CL00078,CT039
FX4183,Terrex Trailmaker Hiking Shoes,"Get them outside and exploring. The adidas Terrex Trailmaker Hiking Shoes let kids roam with confidence. Durable, lightweight and with a grippy outsole, they provide comfort and support on the trail. Small hands can manage the hook-and-loop strap. Traditional laces allow for a snug fit.",65.0,46,InStock,XXL,Kids,CL00096,CT154
FX5080,Geodiver Primeblue Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",90.0,63,InStock,L,Men,CL00030,CT174
S23674,X9000L4 Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",140.0,98,InStock,M,Women,CL00081,CT105
H00589,Puremotion Shoes,Be ready for days when the action keeps coming. Head out the door in these running-inspired shoes that combine simple elegance with lasting comfort. The plush midsole cushions each stride to keep you feeling energized until long after sundown.,70.0,56,InStock,XL,Women,CL00145,CT053
FY1119,Marvel Predator Freak.1 Firm Ground Cleats,Predator has mutated to give you freakish control. These limited-edition soccer cleats bring a classic comic book character prowling onto the pitch. Wolverine and Marvel X-Men graphics dominate the adidas Primeknit upper and insole. Extended Demonskin and a split outsole team up to help you overpower your rivals on firm ground.,250.0,200,InStock,S,Soccer,CL00193,CT021
FY8169,Grand Court SE Shoes,Vintage vibes. New soul. These shoes have a clean and contemporary design with the bones of '70s-era tennis trainers. This version has soft suede overlays and adidas-print laces.,65.0,52,InStock,S,Men,CL00196,CT170
FZ2594,Terrex Trailmaker Hiking Shoes,"Get them outside and exploring. The adidas Terrex Trailmaker Hiking Shoes let kids roam with confidence. Durable, lightweight and with a grippy outsole, they provide comfort and support on the trail. Small hands can manage the hook-and-loop strap. Traditional laces allow for a snug fit.",65.0,52,InStock,L,Kids,CL00101,CT154
FZ2592,Terrex Trailmaker RAIN.RDY Hiking Shoes,"Comfy feet mean happy adventures. Get your little explorer out on the trails in these adidas hiking shoes. They have a lightweight, running-shoe feel and durable support for tromping over rocks and mud. RAIN.RDY tech keeps little feet warm and dry in wet conditions. A Traxion outsole grips tight to slick surfaces.",80.0,64,InStock,M,Kids,CL00153,CT154
S23672,X9000L4 Shoes,"A few miles can be enough to reset your mind. These adidas running shoes keep you feeling good on short- to mid-distance runs. They ride on a full-length Boost midsole, which returns energy with every stride. The design draws inspiration from the virtual realm, with shocks of color and semi-translucent details that are reminiscent of a glowing screen. A glitched pattern on the outsole offers grippy traction on city streets.",140.0,98,InStock,XXL,Women,CL00050,CT105
FX4934,Superstar 360 Primeblue Sandals,"Sandals are for sunny days and splashing through waves. Oceans are for starfish and whales, not for plastic. Get your little one dreaming of the seas and helping to protect them as they do. These toddlers' adidas sandals are made with recycled materials in an effort to help end plastic waste. They're also breathable and built to flex so tiny feet stay comfy while they play. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",35.0,25,InStock,S,Kids,CL00179,CT175
FW6514,Copa Sense.3 Firm Ground Cleats,Some players talk a good game. But the best ones feel it. Get in touch with your senses and elevate your play in Copa Sense. These adidas soccer cleats feature soft leather for a smooth first touch. The seamless upper molds around the contours of your foot for a comfortable fit. The outsole delivers high traction on firm ground.,80.0,64,InStock,M,Soccer,CL00012,CT021
FX5079,Geodiver Primeblue Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",90.0,63,InStock,L,Men,CL00202,CT174
Q47136,Multix Shoes,"Calling all explorers. Go anywhere and try everything in these juniors' adidas shoes. Clean style keeps your look legit. Hits of holographic accents level up the space-inspired look. Sorry, no jet pack included.",60.0,48,InStock,M,Kids,CL00203,CT056
GZ5256,Lite Racer Adapt 3.0 Shoes,"Whether your little one is meeting friends in the park or heading to school in the morning, these kids' slip-on shoes make it easy for them to get out the door and into their day. The sock-like fit and cushioned midsole keep feet comfortable for all-day play, and adidas logos and stretch laces complete the look.",55.0,39,InStock,XL,Kids,CL00098,CT173
FX1482,Adizero Club Tennis Shoes,"They'll cover every inch of the court in these kids' adidas Adizero Club tennis shoes. The lightweight knit textile upper locks them in for comfortable sprinting and secure side-steps. EVA in the midsole ensures soft landings from serves and smashes. Underneath, the Adiwear outsole stands up to the most energetic play.",55.0,44,InStock,L,Kids,CL00015,CT176
G55781,ZX 700 HD Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",90.0,63,InStock,L,Men,CL00069,CT177
H05335,ZX 1K Boost Shoes,"Comfort never needs to be sacrificed when it comes to fashion. These adidas ZX shoes make sure it's not. Doubled up on cushioning, the sleek sneakers have a combined Boost and EVA midsole. The knit mesh upper takes the modern look further and wraps the foot in pure swagger with iridescent details that shine as the light hits them.",100.0,70,InStock,XXL,Men,CL00172,CT039
H05328,ZX 1K Boost Shoes,"Comfort never needs to be sacrificed when it comes to fashion. These adidas ZX shoes make sure it's not. Doubled up on cushioning, the sleek sneakers have a combined Boost and EVA midsole. The mesh upper takes the modern look further and wraps the foot in pure swagger, with high-vis colors to make sure the style won't be missed.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,70,InStock,S,Men,CL00088,CT039
H00416,ZX 1K Boost Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The ripstop upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,90,InStock,XL,Men,CL00198,CT039
GZ7985,Lite Racer Adapt 3.0 Shoes,"Whether your little one is meeting friends in the park or heading to school in the morning, these kids' slip-on shoes make it easy for them to get out the door and into their day. The sock-like fit and cushioned midsole keep feet comfortable for all-day play, and adidas logos and stretch laces complete the look.",55.0,44,InStock,M,Kids,CL00147,CT173
GW8625,ZX 1K Boost Shoes,"ZX stands for many things. Innovation. Evolution. Comfort. These adidas ZX 1K Boost Shoes have all of it. In fact, they dial things up a notch with a half-Boost midsole that charges up your stride and a lightweight, ripstop upper. Plus, style. See those bright colors? Every step shines.",100.0,70,InStock,XL,Women,CL00021,CT039
FX6865,ZX 1K Boost Shoes,"When you're charged up and activated, nothing can stand in your way. At least, nothing SHOULD stand in your way. Comfort is key, and these adidas ZX 1K Boost Shoes are packed with it, thanks to a half-Boost, half-EVA midsole (otherwise known as a winning combo). Take to the streets. Be there a while. These are along for the whole ride.",100.0,70,InStock,L,Women,CL00059,CT039
FZ3208,NMD_R1 Spectoo Shoes,"Since the beginning, the adidas NMD franchise has been focused on the future. It's about evolution. It's about progress. 

Inspired by our constantly connected world of streaming data, these adidas NMD_R1 Spectoo Shoes put a fresh spin on classic NMD style. The streamlined knit upper is marked with text graphics and a translucent side, a subtle nod to the transition from city explorer to digital traveler. Flexible and responsive, the adidas Boost midsole is unbelievably comfortable from the first step to the last.",150.0,75,OutOfStock,XL,Women,CL00111,CT178
H02951,Multix Shoes,"No matter how you spin it, splice it or evolve it, the adidas DNA is always undeniably clear. These adidas Multix Shoes are proof. They take a bit of inspiration from our past innovation and rich heritage and make something entirely new. And something super comfortable, thanks to the EVA midsole.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,64,InStock,XL,Men,CL00080,CT056
GX6117,ZX 1K Boost Shoes,Why should runners get all the glory? Lace into these adidas ZX 1K Boost Shoes and experience the same cutting-edge tech that first found its footing on the track. No running required. This pair fuses energy-returning Boost and EVA cushioning with sleek design for everyday wear. See the tech. Feel the comfort. Own your day.,100.0,90,InStock,L,Originals,CL00014,CT039
GY0638,Superstar Shoes,"The next time you're walking down the street, look down. How many pairs of adidas Superstar Shoes pass by you as you move from point A to point B? There's a reason they've become a guide through our cultural landscape. They're not limited to one thing, one person or one place. In fact, the word ""limit"" has never applied to the iconic rubber shell toe. Sport, music, fashion. The legendary sneakers have played their role in all of them. Only question is, what will YOU do in them?

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",110.0,88,InStock,S,Men,CL00213,CT019
FY3631,ZX 1K Boost Shoes,"Why should the best adidas techs exist only in performance footwear? Turns out, they don't have to. Sleek enough for everyday wear and packed with adidas technology, these ZX 1K Boost Shoes are the best of both worlds. A lightweight ripstop upper accented with synthetic suede keeps the look casual, and Boost and EVA combine to create a cushioned midsole.",100.0,90,InStock,S,Men,CL00113,CT039
GZ7017,Originals Flex Shoes,"Wear them however you like. Customize the look of these juniors' adidas shoes by wearing them without the laces or lacing through different holes. However you style 'em, you'll get a super-flexible feel and a fit that hugs your feet like your favorite socks.",70.0,56,InStock,XXL,Kids,CL00010,CT179
FX5812,ZX 700 HD shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,90.0,81,InStock,S,Men,CL00080,CT180
H01851,ZX 700 HD Shoes,"The path to the future is built on lessons from the past. With that in mind, these adidas ZX 700 HD Shoes revisit their roots as high-mileage running shoes from the '80s. The comfort and casual style are as strong as ever. Now that they're updated using recycled materials, you've got — dare we say it — perfection? Lace in and see what you think. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",90.0,81,InStock,XL,Men,CL00093,CT177
H01847,ZX 700 HD Shoes,"Casual in the '80s is the same as casual today. Meaning, it's about feeling just plain good. Which is exactly what these adidas ZX 700 HD Shoes do. They're an '80s icon through and through, just with subtle modern tweaks for a little extra flavor.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",90.0,81,InStock,M,Men,CL00174,CT177
GW8622,ZX 1K Boost Shoes,Why should runners get all the glory? Lace into these adidas ZX 1K Boost Shoes and experience the same cutting-edge tech that first found its footing on the track. No running required. This pair fuses energy-returning Boost and EVA cushioning with sleek design for everyday wear. See the tech. Feel the comfort. Own your day.,100.0,70,InStock,XXL,Originals,CL00086,CT039
H04494,Multix Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.)

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,56,InStock,XXL,Women,CL00064,CT056
GZ5243,Puremotion Shoes,"Kids seem to have more energy than they know what to do with. From the moment they wake up, they're on the move. Send your young athlete out in the running-inspired foot support of these adidas Puremotion Shoes. Lightweight and breathable with classic style, these shoes keep kids laced up in comfort and protection.",60.0,48,InStock,S,Kids,CL00137,CT053
H01846,ZX 700 HD Shoes,"Casual in the '80s is the same as casual today. Meaning, it's about feeling just plain good. Which is exactly what these adidas ZX 700 HD Shoes do. They're an '80s icon through and through, just with subtle modern tweaks for a little extra flavor.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",90.0,81,InStock,XL,Men,CL00136,CT177
H01782,Geodiver Primeblue Shoes,"One step at a time. That's how we create meaningful change. Lace into these adidas shoes and start walking. They're made with recycled materials so each step is one step closer to helping end plastic waste. Based on the running archives, they're stylish too. You can strut, stroll or moonwalk if you prefer. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",90.0,72,InStock,L,Men,CL00039,CT174
GV7760,ZX 2K Boost Shoes,The ZX stepped onto the scene as a revolutionary line of technical runners. These adidas ZX 2K Boost Shoes honor the spirit of innovation that drives change in tech and in culture. A gradient Boost midsole fades from dark to light to add fresh style to your look.,150.0,90,InStock,S,Women,CL00078,CT039
H68718,ZX 1K Boost Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",100.0,70,InStock,S,Originals,CL00145,CT039
G58090,ZX 2K Boost Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",150.0,90,InStock,L,Women,CL00080,CT039
FZ4689,Geodiver Primeblue Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",90.0,72,InStock,M,Men,CL00025,CT174
G58089,ZX 2K Boost Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",150.0,90,InStock,XL,Women,CL00127,CT039
FY1103,ZX 700 HD shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,90.0,63,InStock,S,Men,CL00126,CT180
GX6118,ZX 1K Boost Shoes,"ZX stands for many things. Innovation. Evolution. Comfort. These adidas ZX 1K Boost Shoes have all of it. In fact, they dial things up a notch with a half-Boost midsole that charges up your stride and a lightweight, ripstop upper. Plus, style. See those bright colors? Every step shines.",100.0,70,InStock,M,Women,CL00164,CT039
FY0375,Ultraboost 21 Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",180.0,126,InStock,L,Men,CL00136,CT022
H05250,Superstar Shoes,"Sometimes you just need to mix things up. Bring fresh flair to your look in these adidas Superstar Shoes. Blending heritage details with modern pops of Color, these sleek leather sneakers honor their basketball heritage while boldly stepping into the present. The rubber cupsole and Molded sockliner keep you comfortable whether you're showing off your killer outfit downtown or just meeting friends at the blacktop.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",90.0,72,InStock,XL,Men,CL00188,CT019
H04318,Swift Run X Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",85.0,60,InStock,XL,Women,CL00068,CT089
GZ9172,ZX 1K Boost Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,70,InStock,S,Women,CL00200,CT039
FY1102,ZX 700 HD shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,90.0,63,InStock,S,Men,CL00032,CT180
G55780,ZX 700 HD Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",90.0,63,InStock,S,Men,CL00021,CT177
H04319,Swift Run X Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",85.0,60,InStock,XL,Women,CL00141,CT089
H04519,Runfalcon 2.0 Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",60.0,48,InStock,S,Women,CL00208,CT023
GZ9045,Swift Run X Shoes,"The future is here. Meet it in style. A spin on a running classic, these adidas shoes are done up with a unique sublimation printing technique. The mesh upper hugs the foot with a snug, sock-like fit, made even more comfortable by the EVA midsole it rides on.",85.0,68,InStock,M,Men,CL00172,CT089
GZ9079,ZX 1K Boost Shoes,"Comfort has been at the center of the ZX line since day one. Now it's been turned up. Way up. Boost and EVA come together in these adidas shoes so you get double the cushioning as you glide from heel to toe. Lace up and enjoy the smooth ride. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",100.0,70,InStock,L,Men,CL00172,CT039
GV7671,Superstar Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.

This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",90.0,72,InStock,S,Originals,CL00096,CT019
H04306,Swift Run X Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",85.0,68,InStock,S,Men,CL00173,CT089
FY7717,Superstar Shoes,"These adidas Superstar shoes may just be one pair, but the options are limitless. The transparent 3-Stripes show off your sock game, which means you can change the look of the iconic rubber shell toe on the daily just by switching up your socks. Patterns and bold colors will pop, or you can make the whole look monochrome. Doesn't matter. Just make the look yours. The shoes have a smooth leather upper and the famous rubber shell toe that roots them in their heritage.",90.0,63,InStock,XL,Originals,CL00197,CT019
GV7672,Superstar Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.

This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",90.0,72,InStock,M,Originals,CL00194,CT019
H03071,Swift Run X Shoes,"Does daily life ever feel like its own fitness routine? As you rush out the door, hustle to the gym or zip through errands around town, these adidas shoes help you keep pace. Soft cushioning and snug mesh support your moves. Sleek black keeps the vibe cool and casual.",85.0,68,InStock,L,Men,CL00060,CT089
H04305,Swift Run X Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",85.0,68,InStock,XL,Men,CL00154,CT089
FX5570,Superstar Shoes,"Over the last 50 years, the adidas Superstar Shoes have been continuously shaped by the risk takers and game changers who've worn them. Lace into them yourself and use their legacy as a jumping off point. This version adds in pops of color to emphasize the look. Serrated 3-Stripes. Rubber shell toe. The signature markers are all there.",90.0,72,InStock,XL,Originals,CL00143,CT019
GY5793,Superstar Shoes,"Worth a double take. A silhouette made famous on the hardwood of the '70s, adidas Superstar Shoes have traveled the world ever since, walking runways and rocking arena stages. At first glance, this version may look just like the original, but if you look closely you'll see hits of metallic gold that gleam from the tongue label to the iconic Trefoil on the heel tab.",85.0,68,InStock,M,Men,CL00195,CT019
GZ3704,Superstar Shoes,"Dreams of escaping reality? Teleport to a far-flung paradise with the tropical-inspired adidas Superstar – featuring a digitised seaview heel tab and sockliner for those who like their classic 3-Stripe style served with a paper umbrella.  Whether you're cruising around town with your dog or catching some rays on a park bench with a latte, this is a Superstar for every summer situation. Exclusively through adidas.",85.0,68,InStock,XL,Originals,CL00197,CT019
H04331,Swift Run X Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",85.0,68,InStock,XL,Women,CL00011,CT089
H02700,Nizza Platform Mid Shoes,"Chunky, but old-school. Take your vintage style to new heights in a pair of adidas Nizza shoes with a platform outsole. The retro upper looks great with all kinds of denim. And who doesn't appreciate a little extra height?",75.0,53,InStock,XL,Women,CL00103,CT127
FY0377,Ultraboost 21 Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",180.0,144,InStock,XL,Men,CL00084,CT022
FY9623,Runfalcon 2.0 Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",60.0,42,InStock,L,Women,CL00205,CT023
FY5438,Swift Run X Shoes,"Easy does it. Busy week or laid-back weekend, these Swift Run X Shoes are down for whatever you've got in mind. Borrowing elements from heritage adidas runners originally made for the track, this pair gives the look a fresh spin with a snug mesh upper and sleek welded details. Archive style has never been easier.",85.0,60,InStock,L,Men,CL00083,CT089
H00547,QT Racer 2.0 Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,65.0,52,InStock,M,Women,CL00201,CT023
